,name,location,bubble,dollars,rating
5,Just plain and simply one of the best pizza locatons in CPH really worth a visit. fresh made and very high quality with perfect ambience.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"Five of us on a Saturday evening for dinner. Very busy but a half hour wait in the bar with a bottle of reasonably priced wine was all that was needed before we went to our table.
The sourdough pizzas are excellent. Very tasty and...More","Crowborough, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Turned up here on a freezing f cd Wednesday in February and the place was packed. Th bar area was cramped, but the service excellent. Sat on a table with a couple we had never met before, but had a great night with the Korean...More",burnley,"<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"We had to wait in the bar for about 40 minutes before we could sit down and in fairness the restaurant was utterly packed. Unfortunately, so was the bar which only has seating for about 10 people and only one batman, who also does all...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"VERY good food - however the service was terrible!
We waited for our appetisers for 30-45 min , then asked for them - they'd lost our order - so we had to make a new one. We then skipped the appetisers and was served our...More","Frankfurt, Germany","<span class=""ui_bubble_rating bubble_20""></span>",,20
0,"I booked the table by e-mail for about week earlier  from arriving, but the staff seemed to have quite much problems in finding our table reservation. I just didn't understand what was the problem, because suddenly he just picked up the table for us.

The...More","Helsinki, Finland","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"I came with my family of 4 and the food was delicious, unfortunately it all came at different times. The lady that severed us was sarcastic and rude and the cocktails took ages to come. I asked another waiter if they had pizza cutters (considering...More","Cambridge, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
2,"My wife and I got a late booking at Mother for Valentines Day, having had a recommendation from a friend who had previously visited. It was clear from the outset that Mother has an avid following - it was packed but with a great atmosphere,...More","Welwyn, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"We arrived at 6:30pm on a Friday without reservation (be aware on the website there's a big spiel about making plenty of room for people to be able to show up), and fairly enough we were told to come back in 40 mins and we'd...More",,"<span class=""ui_bubble_rating bubble_20""></span>",,20
4,"Had a pizza and a wine here which were good, only negative point is that the pizzas came on the table really crunchy, but lost their crunch after 5 minutes (we believe it was because of the very hot plates) 

Nonetheless the pizza tastes good,...More","Rotterdam, The Netherlands","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,This place had a very good brunch buffet with everything from cheese and fruit to great pizzas! Highly recommended!,"Stockholm, Sweden","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"We (including a 3.5 yr old) went to Mother after reading reviews on some blogs. When we arrived it was packed with all kinds of people, a lot with children as well. For 150DKK you could eat whatever you wanted in a lovely atmosphere. The...More",Belgium,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Firstly, it isn't expensive. It's Copenhagen. Everything is expensive in Copenhagen. This place is relative to the city, and although you'll be paying £15 for one of the more expensive pizza and around £5 a beer, it's relatively cheap considering where you are.

Now the...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"The pizza is great, and so is the service. It might be a little expensive for a pizza, but I would say it is worth it. I'll be back!","Oxford, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Booked in advance as so busy over the weekend. Pizza was as good as hype, all four of us enjoyed different combinations. Atmosphere was great, service excellent, friendly and professional. Not rushed despite the numbers of would be diners. Fun evening.","Malvern Wells, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Had a lovely meal here.  If you are on a cruise it's a bit of a distance from the pier, but fun and gets you into a different part of the city",pittsburgh,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"I visited this restaurant on our last visit to Copenhagen and really enjoyed our experience (I also left a review for that visit) 

We decided to pop in before our flight home that evening. From start to finish our service was unbelievably poor. I don't...More","Kells, Ireland","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,"We went there after we found it on tripadvisor. It was fully packed! So we had to wait for 20-30 minutes. There was a bar where you could have a drink. After a while they called our name and we could sit down. Fast service,...More",'s-Hertogenbosch,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"We visited on a Friday night and as the restaurant was fully booked had to wait for a table in the adjacent bar - absolutely buzzing atmosphere with a live band, loved it! Once we got a table, our pizzas arrived quickly and were so...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"This placed was rammed the first night and we were told over an hour wait so we made a point coming back early the next night. This time told 40 minutes but actually nearer an hour to wait in the packed bar next door.
When...More","Reading, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20
5,"Ok, from the top to the bottom: Great coffee, average pizza (for DK: any side street pizza joint in a Southern European city would knock this place into next year) and, sadly, proper cross-eyed no-clue-what's-going-on service. When your aperitif arrives after the wine, and the...More",,"<span class=""ui_bubble_rating bubble_20""></span>",,20
6,Went here with my boyfriend. Both loved our pizzas! Great cosy restaurant with friendly staff and amazing food! Would definitely go back.,,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"I honestly think that is the best pizza in town, where you can eat the real Italian pizza and taste few special things like 'nduja.don't miss the Tiramisù! The service sometimes is great and sometimes no.During the week end is full of people so for...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"We had heard great things about Mother from various friends who had previously travelled to Copenhagen so we decided to go and check what all the fuss was about.

We arrived to find that it was completely full - our fault, we hadn't thought to...More",Scotland,"<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Will definitely be back! Great atmosphere, food and wine, affordable prices by Copenhagen standards. Booking essential, take the later slot so you're not rushed.",Sweden,"<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Great place to soak up the atmosphere in the meat packing district. We waited for a table in the bar, enjoying their red wine. Followed by two delicious well cooked pizzas! Great atmosphere!","Kingston-upon-Hull, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Busy night - maybe that's why personnel looked stressed and not very service minded. And by far the worst pizzas I've had at a restaurant for a long time; loads of soggy dough with almost no toppings like the salmon, mascarpone or bacon in our...More","København, Staden Kobenhavn, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
