,name,location,bubble,dollars,rating
5,Went to this for dinner one night during a city break to Copenhagen. Do not be put off by the industrial and in places unfinished look to the building. The only thing you need to be concerned about is what you are served. Everything I...More,"Zurich, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,We visited this restaurant on our trip to Copenhagen and it was definitely the best meal we had throughout our time in the city. Beyond the food which was very high quality - mussels in particular recommended - the ambiance of this restaurant and the...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"I was close to giving this place a 5 rating, 4,5 would definetly be in it's place if one could.

Amazing 7 course tasting menu, 600 DKK per person. Great quality fish, great combinations from the chef, house cremant was cheap. Peas w/scallop dish tasted...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
8,Visited here with my partner and 3 friends on a Sunday evening. We wished we had arrived earlier and had time to enjoy the good and drink market outside first. Excellent 7 course tasting menu. Note this is a fish restaurant if you don't eat...More,"Harpenden, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"We kind of stumbled into this restaurant, when we were visiting the notorious Meatpacking District one Saturday night. People were queuing up to get a table, which is always a good sign. As this was the last terrace to get some sun, we decided to...More","Ghent, Belgium","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"i looked through all the guides online, and it was hard to tell from tripadvisor what might be a really good, non-touristy place to have fish (unusual, since i usually feel like i know how to judge tripadvisor). so i asked a young woman at...More","Boston, MA","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"I would have never found this place unless someone recommended it. But it's totally worth visiting.

Super busy place so booking is highly recommended. The place itself is informal and very lively. Friendly and helpful service - we also got a kitchen tour. Food is...More","Budapest, Hungary","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,Trendy place. Good and tasty. Book before you go. Kind staff. Outdoor seating. In meatpacking distrito in vestebro. Cool área . Ask for blue mussels.,"Buenos Aires, Argentina","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"In middle of the most authentic meat packing district the world has ever seen. 

Busy even on Monday night they managed to squeeze us in without a reservation after a pleasant half hour wait at the bar once the restaurant had a quietened down late...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
4,I have heard about this place a good reviews and wanted to visit it. In my opinion this restaurant is really worth a visit for fish lovers. The deserts were also good. The staff was very helpful and friendly. I am thinking about going there...More,Europe,"<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Located in the old Meat Packing area, this eatery is super popular with the young, beautiful and those with deep pockets. It was fun to eat here and order off their tasting menu. Small plates seem to be the hippest style of eating these days...More","Los Angeles, California","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"Definitely a 'scene' place.  They have had plenty of hype (reviews by the Wall Street Journal, NY Times, and many others).  The consensus of the reviewers is that this place is a 'must' in the up and coming Copenhagen foodie scene.  One of the reviewers...More","Detroit, Michigan","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"Located off the beaten path in the meatpacking district, Fiskebar offers an unexpectedly modern approach to the classic fish market menu. We had cod, mussels, oysters, scallops, and hake - all delicious!","Atlanta, GA","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"Don't let the grungy appearance of this extremely popular restaurant put you off.
The service is friendly and helpful, the oysters especially good and even the bog standard order of fish and chips is an interesting choice.
The place is slickly run and worth every...More","Sydney, Australia","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,We just had to try a dinner in this famous meat packing district. It was a 15 min walk from the Central Station and along the way there are many restaurant scattered. The area is a real working industrial center spread out with meat and...More,Northern California,"<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"This place is as cool as it gets. The food was fantastic, the beer was delicious, the service was good and the ambiance itself is super interesting! The scallops we had were heavenly! It is expensive but worth it!","Brasilia, DF","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"I went on April 2016, but I still remember the wonderful experience. Everything was so good, so fresh, so delicious. For sure we had our best dinner in Copenhague in this place.
All the staff was amazing...the typical easy-going and friendly danish attitude.
And yes,...More","Mexico City, Mexico","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,Wonderful restaurant! Great menu with innovative dishes that were 100% on point for taste and presentation! Highly recommend and for lunch the 3 course set menu was an excellent price featuring a great selection.,,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,My two very good friends and I had made a reservation a week ago to celebrate my birthday yesterday  witch was on a friday evening . We ordered everything we wanted from the beginning we got our table to make it easy for the staff...More,,"<span class=""ui_bubble_rating bubble_30""></span>",,30
4,A fabulous restaurant with great oysters and fresh seafood . The service is friendly and fun. The grilled hake was delicious. A great selection of French and Danish oysters. A fun bar scene as well.,,"<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"I was there for the second time in as many weeks - with my girlfriend and two friends, and the food obstinately continues to be excellent. The trout tartar is fantastic. They also make good cocktails. Highly recommended","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"We booked a table here for our last (Sunday night) dinner in Copenhagen.  As other reviewers have said, the restaurant is in the old Meatpacking district - which is now the location for quite a few restaurants.  Covent Garden Piazza it is not!  The location...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"A friend's recommendation encouraged us to try this place, and I'm so glad we did.  It was Easter weekend, most places were closed, we hadn't booked, we got lost trying to walk there from the City Centre. (It's not far, but the phone app took...More","Leigh-on Sea, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"We visited this fish bar as we heard such good things about it but it was so disappointing, spent £40 on fish and chips and a glass of prosecco but the fish was tiny and there were about ten chips! The other meals looked nice...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_10""></span>",,10
