,name,location
3,"Located just off the main shopping street, it could be hard to miss if you didnt know it was there, but we'll worth a visit if you can. Went to this restaurant after a recommendation. Food was really good and portions were just right. Staff...More",London
4,"Really nice food, had the fish soup and the fish in paper which was excellent. Good service and good drinks, the house cocktail was pretty nice as well. Taps in the toilet were a bit of a puzzle which was amusing. Perhaps a bit pricey...More","London, United Kingdom"
5,"Hidden on a side street around about the middle of the Stroget shoppping street. At first glance we thought it was shut or at the least very (too) quiet, but most of the tables are on three levels behind the reception and bar area. Once...More","Edinburgh, United Kingdom"
6,"My boyfriend and I chose Tight from the revues. We were really happy with the food and I would recommend the 'Tight burger' it was really tasty and filling. But I have to say the best bit from our experience was the service, our server...More","Nottingham, England, United Kingdom"
7,"Went out for dinner with friends on a Saturday. The food was good, the restaurant packed with loud people, and we were served black (coal) buns. Waiters were energetic (australian?) and the place had a good vibe.","Odense, Denmark"
8,"23rd October my boyfriend and I stumbled across this little gem hidden away just off the busy Stroget shopping street. We booked in a dinner reservation for later that evening because the menu looked amazing, and we weren't let down! The food was unreal, had...More","Palmerston North, New Zealand"
9,Really nice food in a cosy setting with polite staff makes this a winner. I had the fish soup which was good followed by the prize winning 6/6 burger which was tremendous. Too full for dessert regrettably because the ones being served looked delicious. Will...More,
0,"Went for a meal on a Saturday night here. They were busy but managed to fit us in. I'd recommend booking as it could have turned out worse.

I had the potato crockets to start and my girlfriend had gazpacho and we'd recommend both.

The...More",
1,Recommended to us by an Australian bartender at Hard Rock Cafe (Todd) my partner and I managed to get a last minute reservation. We had mussels to start followed by the surf and turf and were not disappointed. The main course was better than the...More,
2,"I was booking for a big party with people arriving from all over and the staff were so helpful. Thank you to Maria for all her help. 
We preordered food and it was amazing. All in all such a good experience and we are surely...More","Copenhagen, Denmark"
3,"Really nice atmosphere. Service was excellent! Rightfully adding another raving review to the pack: this place is awesome! Wines and courses complement each other perfectly! If you want to have a nice evening with great service, eat here!","Haarlem, The Netherlands"
4,"Enjoyed a nice dinner, had the beef carpaccio (excellent) and fish in the parchment paper (cooked perfectly), the server was nice and recommended a nice bottle of wine.  Reasonably priced for high quality food and service.  Also a cool place inside.","Washington, DC"
5,funky and fun without compromising quality.  extremely friendly.  great recommendations for wine with food.  gifted a complementary glass of champagne to help celebrate birthday.,"Aylesbury, England, United Kingdom"
6,"Recommended by a work colleague for our trip to Copenhagen.

Arrived at the restaurant despite not having a reservation we were found a table without fuss by the friendly staff.

Whilst the restaurant had been recommended for the beers we were surprised and delighted by...More","Derby, United Kingdom"
7,"We had an excellent business dinner at Tight. The wait staff was outstanding. Our meal was preset from a Tasting Menu and included appetizer, salad, entree, dessert, and wine pairings. The food was innovative and well prepared. I highly recommend Tight!",
8,"This restaurant is the perfect combination of atmosphere, food and service. All great. We enjoyed the duck and the surf'n'turf - both very nice, but there was some order envy when we saw out neighbours' burgers. They were two big guys and both of them...More","Copenhagen, Denmark"
9,"The surroundings are perfect - fits perfectly with the excellent food and ever so friendly staff.
The food is excellent, I believe we have tried nearly all dishes on the menu, and it has all been ship shape.
If challenged, I would mention schnitzel deluxe...More",København K
0,"Our first, jet lagged night we went here and were warmly greeted, seated and fed. They were turning people away but had plenty of time for us and we had great food, confit of duck and a hamburger and great beer. Tight is located just...More","Westport, Connecticut"
1,"I'd like to start by saying that the food was excellent. I had the burger and my husband had the ribs, the food was delicious and I think the burger was one of the best I have ever had. The staff were attentive and ensured...More","London, United Kingdom"
2,"My partner and I went here for dinner and had the fish soup and confit duck - both were incredibly delicious!! The service was good and the restaurant had a lovely atmosphere. Overall, a positive, tasty experience!","Brisbane, Australia"
